RD [%],D [m],L [m],t [m],H [kN],M [kN.m],y [m],rot [deg]
0.50,12,72,0.109,7948.600586,476916.0352,0.021017695,0.067772116
0.50,12,72,0.109,13426.87305,805612.3828,0.040594494,0.122823159
0.50,12,72,0.109,23509.3125,1410558.75,0.083489362,0.233672069
0.50,12,72,0.109,41872.00391,2512320.234,0.178192571,0.455994256
0.50,12,72,0.109,59114.62109,3546877.266,0.279214561,0.677970428
0.50,12,72,0.109,75451.58594,4527095.156,0.385069355,0.899787011
0.50,12,72,0.109,91100.38281,5466022.969,0.494725004,1.121417243
0.50,12,72,0.109,106076.6328,6364597.969,0.607969463,1.342997205
0.50,12,72,0.109,120370.1641,7222209.844,0.724548787,1.564673854
0.50,12,72,0.109,133983.2969,8038997.813,0.844362378,1.786442189
0.50,12,72,0.109,146979.5469,8818772.813,0.967347592,2.008249515
0.50,12,72,0.109,159383.8438,9563030.625,1.093270659,2.230087925
0.50,12,72,0.109,171296.7344,10277804.06,1.221767545,2.451864004
0.50,12,72,0.109,182779.1406,10966748.44,1.352493942,2.673545295
0.50,12,72,0.109,190469.5241,11428171.45,1.442810076,2.825317577
0.50,6,12,0.055,10.1472168,608.8330078,0.00025907,0.002080838
0.50,6,12,0.055,15.06042576,903.6255455,0.000391702,0.003130904
0.50,6,12,0.055,19.89393044,1193.635826,0.00052588,0.004185695
0.50,6,12,0.055,24.64992142,1478.995285,0.000661433,0.005245054
0.50,6,12,0.055,29.3381176,1760.287056,0.000798241,0.006308469
0.50,6,12,0.055,33.95527267,2037.31636,0.000936402,0.00737611
0.50,6,12,0.055,38.51263046,2310.757828,0.001075725,0.008447331
0.50,6,12,0.055,47.44240189,2846.544113,0.001358081,0.010601047
0.50,6,12,0.055,56.09180069,3365.508041,0.001645601,0.012771883
0.50,6,12,0.055,64.48803711,3869.282227,0.001937799,0.01495812
0.50,6,12,0.055,72.64797974,4358.878784,0.002234268,0.017158712
0.50,6,12,0.055,88.33531952,5300.119171,0.002838513,0.021598259
0.50,6,12,0.055,103.1575012,6189.450073,0.003457722,0.026089968
0.50,6,12,0.055,117.3155823,7038.934937,0.004088059,0.030621851
0.50,6,12,0.055,130.8692627,7852.155762,0.004728497,0.035190409
0.50,6,12,0.055,143.8383484,8630.300903,0.005378753,0.039794408
0.50,6,12,0.055,156.3020477,9378.122864,0.006037157,0.044429462
0.50,6,12,0.055,168.3074188,10098.44513,0.006703052,0.049092655
0.50,6,12,0.055,179.8885498,10793.31299,0.007375925,0.05378181
0.50,6,12,0.055,191.1196289,11467.17773,0.008054257,0.058492826
0.50,6,12,0.055,201.9971924,12119.83154,0.008738135,0.063225939
0.50,6,12,0.055,212.5649261,12753.89557,0.00942658,0.067978633
0.50,6,12,0.055,219.1440054,13148.64032,0.00986477,0.071001879
0.50,6,12,0.055,250.6615143,15039.69086,0.012006157,0.085795956
0.50,6,12,0.055,305.4190674,18325.14404,0.016433705,0.115885847
0.50,6,12,0.055,397.2408447,23834.45068,0.025525033,0.177211681
0.50,6,12,0.055,535.0065308,32100.39185,0.044320922,0.302854793
0.50,6,12,0.055,648.3283081,38899.69849,0.06332238,0.430169522
0.50,6,12,0.055,818.8387451,49130.32471,0.101645239,0.688826358
0.50,6,12,0.055,952.8692627,57172.15576,0.140231699,0.950110606
0.50,6,12,0.055,1067.257446,64035.44678,0.178618841,1.213045873
0.50,6,12,0.055,1168.1073,70086.43799,0.216969021,1.477026704
0.50,6,12,0.055,1257.634521,75458.07129,0.255483396,1.741680885
0.50,6,12,0.055,1338.092407,80285.54443,0.294074818,2.006895528
0.50,6,12,0.055,1410.520142,84631.2085,0.332780018,2.272540737
0.50,6,12,0.055,1476.135864,88568.15186,0.37152718,2.538586991
0.50,6,12,0.055,1534.366089,92061.96533,0.410307527,2.80507631
0.50,6,12,0.055,1588.047852,95282.87109,0.449112639,3.071778439
0.50,6,12,0.055,1636.747803,98204.86816,0.487938628,3.338714264
0.50,6,12,0.055,1681.293457,100877.6074,0.526781559,3.605812911
0.50,6,12,0.055,1723.178223,103390.6934,0.565654457,3.872932488
0.50,6,12,0.055,1761.496216,105689.7729,0.604560047,4.140126321
0.50,6,12,0.055,1797.865356,107871.9214,0.643467218,4.407297613
0.50,6,12,0.055,1831.197998,109871.8799,0.682369381,4.674512634
0.50,6,12,0.055,1862.780518,111766.8311,0.721283108,4.941635166
0.50,6,12,0.055,1891.72522,113503.5132,0.760198206,5.208743899
0.50,6,12,0.055,1919.954346,115197.2607,0.799126506,5.47568177
0.50,6,12,0.055,1945.397949,116723.877,0.838012516,5.742622592
0.50,6,12,0.055,1969.033569,118142.0142,0.876845419,6.009505052
0.50,6,12,0.055,1992.024658,119521.4795,0.915712178,6.27614333
0.50,6,12,0.055,2014.043213,120842.5928,0.954599172,6.542577208
0.50,6,12,0.055,2034.877197,122092.6318,0.993494451,6.808803243
0.50,6,12,0.055,2054.866943,123292.0166,1.032400012,7.074777372
0.50,6,12,0.055,2073.768799,124426.1279,1.071311891,7.340520688
0.50,6,12,0.055,2091.471436,125488.2861,1.110203087,7.606055596
0.50,6,12,0.055,2108.67041,126520.2246,1.149086356,7.871306931
0.50,6,12,0.055,2125.518311,127531.0986,1.187957942,8.136275498
0.50,6,12,0.055,2138.016349,128280.981,1.219561714,8.351374254
0.50,6,18,0.055,20.36027908,1221.616745,0.000268015,0.001825112
0.50,6,18,0.055,30.36298561,1821.779137,0.000405912,0.002747821
0.50,6,18,0.055,40.27289963,2416.373978,0.000545855,0.00367576
0.50,6,18,0.055,50.09022903,3005.413742,0.000687727,0.004608886
0.50,6,18,0.055,59.82524872,3589.514923,0.000831379,0.005546664
0.50,6,18,0.055,69.48085022,4168.851013,0.000976768,0.006488911
0.50,6,18,0.055,79.04055786,4742.433472,0.001124347,0.0074366
0.50,6,18,0.055,97.96331024,5877.798615,0.0014239,0.00934327
0.50,6,18,0.055,116.5158005,6990.948029,0.001731459,0.011271174
0.50,6,18,0.055,134.7282257,8083.693542,0.002046432,0.013218541
0.50,6,18,0.055,152.6124725,9156.748352,0.002368435,0.015184672
0.50,6,18,0.055,170.1852417,10211.1145,0.002696993,0.017168564
0.50,6,18,0.055,187.4589233,11247.5354,0.003031862,0.019169468
0.50,6,18,0.055,219.1617584,13149.70551,0.003676832,0.022970634
0.50,6,18,0.055,249.8547363,14991.28418,0.004343029,0.026828795
0.50,6,18,0.055,279.6759033,16780.5542,0.005027564,0.030736137
0.50,6,18,0.055,308.6520691,18519.12415,0.005729951,0.034691085
0.50,6,18,0.055,327.8350499,19670.103,0.00621427,0.037392462
0.50,6,18,0.055,431.5487366,25892.92419,0.009077548,0.053018194
0.50,6,18,0.055,611.3212891,36679.27734,0.015396172,0.085832944
0.50,6,18,0.055,906.3778687,54382.67212,0.029364819,0.155175017
0.50,6,18,0.055,1373.163818,82389.8291,0.059753837,0.301088562
0.50,6,18,0.055,1754.775269,105286.5161,0.091637831,0.452167741
0.50,6,18,0.055,2069.000488,124140.0293,0.124666169,0.607391163
0.50,6,18,0.055,2332.758545,139965.5127,0.158528887,0.76574842
0.50,6,18,0.055,2572.1521,154329.126,0.192688212,0.925655478
0.50,6,18,0.055,2792.919434,167575.166,0.227153607,1.086753141
0.50,6,18,0.055,2997.434814,179846.0889,0.261873566,1.248840667
0.50,6,18,0.055,3186.746338,191204.7803,0.296863019,1.411836297
0.50,6,18,0.055,3364.375977,201862.5586,0.332031056,1.575548664
0.50,6,18,0.055,3531.261963,211875.7178,0.36737971,1.739905893
0.50,6,18,0.055,3689.575195,221374.5117,0.402856559,1.904780082
0.50,6,18,0.055,3836.908203,230214.4922,0.438517272,2.070311385
0.50,6,18,0.055,3976.824463,238609.4678,0.474287733,2.236281882
0.50,6,18,0.055,4110.24707,246614.8242,0.510198966,2.4025968
0.50,6,18,0.055,4236.552734,254193.1641,0.546248585,2.5692976
0.50,6,18,0.055,4357.567383,261454.043,0.582405776,2.736274532
0.50,6,18,0.055,4473.669922,268420.1953,0.618648082,2.903505643
0.50,6,18,0.055,4584.17041,275050.2246,0.654970497,3.071055525
0.50,6,18,0.055,4690.665039,281439.9023,0.69136104,3.238792986
0.50,6,18,0.055,4790.640625,287438.4375,0.727851927,3.406889917
0.50,6,18,0.055,4886.833984,293210.0391,0.764399588,3.575166278
0.50,6,18,0.055,4980.470703,298828.2422,0.801003486,3.743531236
0.50,6,18,0.055,5069.55127,304173.0762,0.837691545,3.912107237
0.50,6,18,0.055,5155.794434,309347.666,0.87443471,4.080787443
0.50,6,18,0.055,5239.611816,314376.709,0.911244065,4.249519089
0.50,6,18,0.055,5321.397461,319283.8477,0.948090374,4.418305643
0.50,6,18,0.055,5399.515137,323970.9082,0.985024065,4.587211355
0.50,6,18,0.055,5473.875,328432.5,1.02202636,4.756269812
0.50,6,18,0.055,5546.326172,332779.5703,1.059080482,4.925339372
0.50,6,18,0.055,5616.907227,337014.4336,1.096191585,5.094421812
0.50,6,18,0.055,5684.432617,341065.957,1.133359492,5.263592411
0.50,6,18,0.055,5706.836154,342410.1692,1.145711737,5.319837514
0.50,6,24,0.055,22.82850075,1369.710045,0.000213677,0.001500754
0.50,6,24,0.055,34.14112473,2048.467484,0.000323009,0.002256671
0.50,6,24,0.055,45.40338135,2724.202881,0.000433602,0.003015285
0.50,6,24,0.055,56.6164093,3396.984558,0.000545397,0.003776513
0.50,6,24,0.055,67.78201294,4066.920776,0.00065831,0.004540243
0.50,6,24,0.055,78.90618896,4734.371338,0.000772238,0.005306152
0.50,6,24,0.055,89.98112488,5398.867493,0.000887402,0.006074697
0.50,6,24,0.055,112.0299301,6721.795807,0.00112035,0.007617187
0.50,6,24,0.055,133.876358,8032.581482,0.001358486,0.009170471
0.50,6,24,0.055,155.5440674,9332.644043,0.001601162,0.010733332
0.50,6,24,0.055,189.1815796,11350.89478,0.001988935,0.01319774
0.50,6,24,0.055,222.3383026,13340.29816,0.002388764,0.015687764
0.50,6,24,0.055,255.1305542,15307.83325,0.002797603,0.01819719
0.50,6,24,0.055,287.5099182,17250.59509,0.003216684,0.020728435
0.50,6,24,0.055,319.5333862,19172.00317,0.003644588,0.023278436
0.50,6,24,0.055,336.3669333,20182.016,0.003876292,0.024641975
0.50,6,24,0.055,540.8413086,32450.47852,0.006983179,0.042205123
0.50,6,24,0.055,910.6223145,54637.33887,0.014222788,0.079348276
0.50,6,24,0.055,1545.047119,92702.82715,0.031572242,0.158991392
0.50,6,24,0.055,2104.663818,126279.8291,0.050918613,0.242517376
0.50,6,24,0.055,3059.616211,183576.9727,0.093949955,0.418130195
0.50,6,24,0.055,3874.382568,232462.9541,0.140421689,0.601249549
0.50,6,24,0.055,4575.347656,274520.8594,0.189713322,0.790547534
0.50,6,24,0.055,5193.258789,311595.5273,0.240969904,0.984463352
0.50,6,24,0.055,5751.755371,345105.3223,0.293640256,1.181577855
0.50,6,24,0.055,6276.033203,376561.9922,0.34698987,1.380671868
0.50,6,24,0.055,6763.186523,405791.1914,0.401231423,1.581783733
0.50,6,24,0.055,7220.493164,433229.5898,0.456151098,1.784530882
0.50,6,24,0.055,7643.973145,458638.3887,0.511926636,1.989066953
0.50,6,24,0.055,8047.620605,482857.2363,0.568195403,2.194616339
0.50,6,24,0.055,8429.316406,505758.9844,0.625042945,2.401298148
0.50,6,24,0.055,8790.418945,527425.1367,0.682383031,2.609060197
0.50,6,24,0.055,9134.003906,548040.2344,0.740174264,2.817696241
0.50,6,24,0.055,9462.232422,567733.9453,0.798372686,3.027074227
0.50,6,24,0.055,9776.117188,586567.0313,0.856934726,3.237155566
0.50,6,24,0.055,10075.74609,604544.7656,0.915870935,3.447911597
0.50,6,24,0.055,10366.5293,621991.7578,0.975040644,3.659046451
0.50,6,24,0.055,10405.90492,624354.2955,0.982545379,3.686041195
0.50,6,30,0.055,30.15505219,1809.303131,0.000251287,0.001838153
0.50,6,30,0.055,40.14030075,2408.418045,0.000336721,0.00245442
0.50,6,30,0.055,50.09791565,3005.874939,0.000422876,0.003072143
0.50,6,30,0.055,60.02902985,3601.741791,0.000509713,0.003691256
0.50,6,30,0.055,69.93493652,4196.096191,0.000597133,0.004311662
0.50,6,30,0.055,79.81671906,4789.003143,0.00068516,0.00493332
0.50,6,30,0.055,99.53170776,5971.902466,0.00086238,0.006179213
0.50,6,30,0.055,119.1265564,7147.593384,0.001042883,0.007431315
0.50,6,30,0.055,138.6351624,8318.109741,0.001225708,0.008687929
0.50,6,30,0.055,168.8542786,10131.25671,0.001514225,0.010652219
0.50,6,30,0.055,198.8441925,11930.65155,0.001808839,0.012628448
0.50,6,30,0.055,228.6226807,13717.36084,0.002109058,0.014615726
0.50,6,30,0.055,258.1980286,15491.88171,0.002414571,0.016613581
0.50,6,30,0.055,287.5995789,17255.97473,0.002724604,0.018620428
0.50,6,30,0.055,302.337059,18140.22354,0.002882518,0.019634151
0.50,6,30,0.055,578.3971558,34703.82935,0.006162079,0.039679922
0.50,6,30,0.055,1094.422607,65665.35645,0.013748899,0.081538183
0.50,6,30,0.055,2033.793945,122027.6367,0.031835244,0.169579735
0.50,6,30,0.055,3685.322266,221119.3359,0.075701043,0.355833909
0.50,6,30,0.055,5171.418945,310285.1367,0.124969766,0.549627886
0.50,6,30,0.055,6516.553223,390993.1934,0.178707369,0.750120943
0.50,6,30,0.055,7736.976074,464218.5645,0.236394346,0.956490762
0.50,6,30,0.055,8853.829102,531229.7461,0.297276407,1.167791258
0.50,6,30,0.055,9857.938477,591476.3086,0.361636102,1.38445999
0.50,6,30,0.055,10830.85547,649851.3281,0.426783666,1.602824094
0.50,6,30,0.055,11736.78418,704207.0508,0.494143054,1.824291004
0.50,6,30,0.055,12597.04395,755822.6367,0.562915474,2.047886837
0.50,6,30,0.055,13407.86035,804471.6211,0.633173347,2.273857671
0.50,6,30,0.055,14176.14941,850568.9648,0.704719871,2.50185084
0.50,6,30,0.055,14802.33651,888140.1907,0.765554103,2.694649997
0.50,6,36,0.055,27.47135162,1648.281097,0.000221877,0.001652408
0.50,6,36,0.055,36.57638931,2194.583359,0.000297126,0.002206002
0.50,6,36,0.055,45.65955734,2739.573441,0.000372945,0.002760756
0.50,6,36,0.055,54.72394562,3283.436737,0.000449266,0.003316496
0.50,6,36,0.055,63.76729202,3826.037521,0.000526073,0.003873332
0.50,6,36,0.055,72.79325104,4367.595062,0.000603293,0.004431055
0.50,6,36,0.055,90.80578613,5448.347168,0.000758669,0.005548615
0.50,6,36,0.055,108.7297134,6523.782806,0.000916389,0.006670744
0.50,6,36,0.055,126.5870743,7595.224457,0.001075928,0.007796309
0.50,6,36,0.055,153.3749695,9202.498169,0.001319019,0.009497298
0.50,6,36,0.055,180.0141907,10800.85144,0.001566054,0.011206028
0.50,6,36,0.055,206.4862671,12389.17603,0.001817477,0.012923534
0.50,6,36,0.055,232.8437958,13970.62775,0.002071914,0.014647055
0.50,6,36,0.055,259.0327454,15541.96472,0.00233077,0.016379312
0.50,6,36,0.055,268.226525,16093.5915,0.002422955,0.016991239
0.50,6,36,0.055,578.6796875,34720.78125,0.00584722,0.038704073
0.50,6,36,0.055,1162.579224,69754.75342,0.013743271,0.083935837
0.50,6,36,0.055,2251.929443,135115.7666,0.03206293,0.177975677
0.50,6,36,0.055,4265.818359,255949.1016,0.074819397,0.372881283
0.50,6,36,0.055,6157.753906,369465.2344,0.122458223,0.572468605
0.50,6,36,0.055,7937.734375,476264.0625,0.174328476,0.776633911
0.50,6,36,0.055,9634.833008,578089.9805,0.229294881,0.984251643
0.50,6,36,0.055,11249.01855,674941.1133,0.287324086,1.195332596
0.50,6,36,0.055,12781.26563,766875.9375,0.348330811,1.409861649
0.50,6,36,0.055,14225.47559,853528.5352,0.412512571,1.628101373
0.50,6,36,0.055,15607.6123,936456.7383,0.47913,1.848886412
0.50,6,36,0.055,16937.63672,1016258.203,0.547742248,2.071787408
0.50,6,36,0.055,17257.77305,1035466.383,0.563955537,2.124929034
0.50,8,16,0.073,18.8236618,1129.419708,0.000220204,0.001315839
0.50,8,16,0.073,28.02503204,1681.501923,0.000332044,0.001977403
0.50,8,16,0.073,37.11717224,2227.030334,0.000444818,0.002640817
0.50,8,16,0.073,46.10910034,2766.546021,0.000558418,0.003305918
0.50,8,16,0.073,55.00858307,3300.514984,0.000672767,0.003972571
0.50,8,16,0.073,63.81126022,3828.675613,0.000787851,0.004640839
0.50,8,16,0.073,72.5229187,4351.375122,0.000903653,0.005310654
0.50,8,16,0.073,89.71541595,5382.924957,0.001137266,0.006654162
0.50,8,16,0.073,106.4974289,6389.845734,0.001374119,0.008004666
0.50,8,16,0.073,139.1822052,8350.932312,0.001854891,0.010720679
0.50,8,16,0.073,170.3336487,10220.01892,0.002347405,0.013462887
0.50,8,16,0.073,200.4313812,12025.88287,0.002847501,0.016223165
0.50,8,16,0.073,229.4322815,13765.93689,0.003355534,0.019002128
0.50,8,16,0.073,257.4059448,15444.35669,0.003870916,0.021798465
0.50,8,16,0.073,284.449585,17066.9751,0.004392858,0.024610505
0.50,8,16,0.073,310.7047119,18642.28271,0.004920352,0.027435906
0.50,8,16,0.073,336.107605,20166.4563,0.005453946,0.030275654
0.50,8,16,0.073,360.7282104,21643.69263,0.005993043,0.033128578
0.50,8,16,0.073,384.634491,23078.06946,0.006537121,0.035993586
0.50,8,16,0.073,430.4649658,25827.89795,0.007639358,0.041756954
0.50,8,16,0.073,474.0545959,28443.27576,0.008756827,0.047558785
0.50,8,16,0.073,515.7242432,30943.45459,0.009887003,0.053393946
0.50,8,16,0.073,555.7305908,33343.83545,0.01102788,0.05925832
0.50,8,16,0.073,594.2190552,35653.14331,0.012178216,0.065149471
0.50,8,16,0.073,631.3338623,37880.03174,0.013337213,0.071064844
0.50,8,16,0.073,642.5417183,38552.5031,0.013690439,0.072872472
0.50,8,16,0.073,732.3504639,43941.02783,0.016653619,0.087947915
0.50,8,16,0.073,889.0975342,53345.85205,0.022730635,0.118500912
0.50,8,16,0.073,1151.319702,69079.18213,0.035168096,0.180567266
0.50,8,16,0.073,1549.342407,92960.54443,0.060700933,0.307125039
0.50,8,16,0.073,1867.573853,112054.4312,0.086516738,0.435329124
0.50,8,16,0.073,2133.412109,128004.7266,0.112399571,0.564695006
0.50,8,16,0.073,2545.984375,152759.0625,0.164282925,0.826078148
0.50,8,16,0.073,2896.51416,173790.8496,0.216061495,1.088992351
0.50,8,16,0.073,3190.60791,191436.4746,0.267634064,1.353411246
0.50,8,16,0.073,3452.07666,207124.5996,0.319273099,1.618493143
0.50,8,16,0.073,3684.706787,221082.4072,0.370935753,1.884162715
0.50,8,16,0.073,3896.889893,233813.3936,0.422677889,2.150159219
0.50,8,16,0.073,4093.636963,245618.2178,0.474404588,2.416437861
0.50,8,16,0.073,4267.618652,256057.1191,0.526155412,2.683139321
0.50,8,16,0.073,4424.874023,265492.4414,0.577940732,2.950092328
0.50,8,16,0.073,4571.186035,274271.1621,0.629743069,3.217167739
0.50,8,16,0.073,4708.388672,282503.3203,0.681597829,3.484268929
0.50,8,16,0.073,4834.625977,290077.5586,0.733513176,3.751418356
0.50,8,16,0.073,4954.712402,297282.7441,0.785449922,4.018529531
0.50,8,16,0.073,5064.270508,303856.2305,0.837416261,4.285684477
0.50,8,16,0.073,5165.847656,309950.8594,0.889353186,4.552862939
0.50,8,16,0.073,5261.994629,315719.6777,0.941293538,4.819967112
0.50,8,16,0.073,5350.652832,321039.1699,0.993210077,5.0870531
0.50,8,16,0.073,5433.857422,326031.4453,1.045114398,5.354049638
0.50,8,16,0.073,5511.07959,330664.7754,1.09696275,5.621000046
0.50,8,16,0.073,5584.261719,335055.7031,1.148806095,5.887813778
0.50,8,16,0.073,5655.304199,339318.252,1.200646281,6.154422341
0.50,8,16,0.073,5720.51709,343231.0254,1.252474785,6.420905692
0.50,8,16,0.073,5783.303223,346998.1934,1.304314792,6.687159013
0.50,8,16,0.073,5843.108398,350586.5039,1.356142223,6.953203912
0.50,8,16,0.073,5899.739258,353984.3555,1.407968342,7.219018635
0.50,8,16,0.073,5953.27832,357196.6992,1.459761918,7.484613846
0.50,8,16,0.073,6004.941406,360296.4844,1.511574686,7.749912567
0.50,8,16,0.073,6054.184082,363251.0449,1.563384652,8.014933862
0.50,8,16,0.073,6101.27832,366076.6992,1.615195274,8.279655331
0.50,8,16,0.073,6115.23149,366913.8894,1.631388541,8.362323567
0.50,8,24,0.073,35.40362549,2124.217529,0.000229372,0.001180816
0.50,8,24,0.073,52.88101578,3172.860947,0.000346201,0.001774811
0.50,8,24,0.073,70.24042511,4214.425507,0.000464182,0.002370657
0.50,8,24,0.073,87.49003601,5249.402161,0.000583212,0.002968209
0.50,8,24,0.073,104.6352081,6278.112488,0.000703219,0.003567372
0.50,8,24,0.073,121.6715698,7300.294189,0.000824241,0.004168215
0.50,8,24,0.073,138.5982513,8315.895081,0.000946283,0.00477076
0.50,8,24,0.073,172.2253723,10333.52234,0.001192568,0.005979374
0.50,8,24,0.073,205.3588257,12321.52954,0.001443463,0.007195626
0.50,8,24,0.073,238.1119843,14286.71906,0.001697942,0.008417791
0.50,8,24,0.073,302.5579834,18153.479,0.002216849,0.010878625
0.50,8,24,0.073,365.2035828,21912.21497,0.002752039,0.013367327
0.50,8,24,0.073,426.5096436,25590.57861,0.003299099,0.015876743
0.50,8,24,0.073,486.4046631,29184.27979,0.003858591,0.018407864
0.50,8,24,0.073,544.953125,32697.1875,0.004429843,0.020959603
0.50,8,24,0.073,602.2250977,36133.50586,0.005012319,0.023530792
0.50,8,24,0.073,658.274292,39496.45752,0.005605555,0.026120644
0.50,8,24,0.073,713.1789551,42790.7373,0.006208774,0.028727938
0.50,8,24,0.073,767.0949097,46025.69458,0.0068206,0.031350317
